"","Team","Name","Position","Week","Actual","Projected","Difference"
"1","Team 1","Aaron Rodgers","QB","2",19.2,18,1.2
"2","Team 1","Aaron Rodgers","QB","3",24.52,18,6.52
"3","Team 1","Aaron Rodgers","QB","4",29.58,21.1,8.48
"4","Team 1","Aaron Rodgers","QB","6",3.8,19.4,-15.6
"5","Team 1","Aaron Rodgers","QB","7",27.32,20.6,6.72
"6","Team 1","Aaron Rodgers","QB","8",22.54,19.2,3.34
"7","Team 1","Aaron Rodgers","QB","9",28.9,19.4,9.5
"8","Team 1","Aaron Rodgers","QB","10",25.4,20,5.4
"9","Team 1","Aaron Rodgers","QB","11",21.74,18.5,3.24
"10","Team 1","Aaron Rodgers","QB","12",25.64,18.8,6.84
"11","Team 1","Aaron Rodgers","QB","13",23.5,20.7,2.8
"12","Team 1","Aaron Rodgers","QB","14",30.9,23.7,7.2
"13","Team 1","Alvin Kamara","RB","1",23.7,19.6,4.1
"14","Team 1","Alvin Kamara","RB","2",38.4,20.4,18
"15","Team 1","Alvin Kamara","RB","3",44.7,23.2,21.5
"16","Team 1","Alvin Kamara","RB","4",20.9,24.7,-3.8
"17","Team 1","Alvin Kamara","RB","5",19.9,22.2,-2.3
"18","Team 1","Alvin Kamara","RB","7",22.8,22.8,0
"19","Team 1","Alvin Kamara","RB","8",25.3,22.9,2.4
"20","Team 1","Alvin Kamara","RB","9",15.9,21.9,-6
"21","Team 1","Alvin Kamara","RB","10",34.8,22.7,12.1
"22","Team 1","Alvin Kamara","RB","11",10.5,20.4,-9.9
"23","Team 1","Alvin Kamara","RB","12",6.2,18.6,-12.4
"24","Team 1","Alvin Kamara","RB","13",17.7,17.3,0.399999999999999
"25","Team 1","Alvin Kamara","RB","14",22.4,16.9,5.5
"26","Team 1","Amari Cooper","WR","1",18.1,13.4,4.7
"27","Team 1","Amari Cooper","WR","2",16,15.6,0.4
"28","Team 1","Amari Cooper","WR","3",17.6,15.2,2.4
"29","Team 1","Amari Cooper","WR","4",33.4,14.1,19.3
"30","Team 1","Amari Cooper","WR","5",4.1,15.2,-11.1
"31","Team 1","Amari Cooper","WR","6",20.9,13.1,7.8
"32","Team 1","Amari Cooper","WR","7",15.5,14.4,1.1
"33","Team 1","Amari Cooper","WR","8",1.5,12.9,-11.4
"34","Team 1","Amari Cooper","WR","9",12.5,12.9,-0.4
"35","Team 1","Amari Cooper","WR","11",14.1,13,1.1
"36","Team 1","Amari Cooper","WR","13",16.3,14.1,2.2
"37","Team 1","Amari Cooper","WR","14",15.1,12.9,2.2
"38","Team 1","Bengals D/ST","D/ST","12",7,6.5,0.5
"39","Team 1","Brandon Aiyuk","WR","10",19.7,13.3,6.4
"40","Team 1","Buccaneers D/ST","D/ST","3",19,8.3,10.7
"41","Team 1","Buccaneers D/ST","D/ST","4",6,6.7,-0.7
"42","Team 1","Buccaneers D/ST","D/ST","5",7,6.6,0.4
"43","Team 1","Buccaneers D/ST","D/ST","7",5,6.3,-1.3
"44","Team 1","Buccaneers D/ST","D/ST","8",6,8.3,-2.3
"45","Team 1","Buccaneers D/ST","D/ST","9",-1,4.3,-5.3
"46","Team 1","Buccaneers D/ST","D/ST","10",8,6.5,1.5
"47","Team 1","Buccaneers D/ST","D/ST","11",1,5.2,-4.2
"48","Team 1","Cam Newton","QB","1",25.7,18.1,7.6
"49","Team 1","Corey Davis","WR","9",0,11.7,-11.7
"50","Team 1","Corey Davis","WR","13",35.2,11.3,23.9
"51","Team 1","Corey Davis","WR","14",4.4,13.7,-9.3
"52","Team 1","Cowboys D/ST","D/ST","14",17,6.9,10.1
"53","Team 1","Dallas Goedert","TE","11",18.7,10.5,8.2
"54","Team 1","Dallas Goedert","TE","12",20.5,11.7,8.8
"55","Team 1","Dallas Goedert","TE","13",11.6,9.7,1.9
"56","Team 1","Dallas Goedert","TE","14",8.3,9.2,-0.899999999999999
"57","Team 1","Devonta Freeman","RB","6",6.7,13.3,-6.6
"58","Team 1","DJ Moore","WR","1",9.4,15,-5.6
"59","Team 1","DJ Moore","WR","2",20,13.6,6.4
"60","Team 1","DJ Moore","WR","3",8.5,14.1,-5.6
"61","Team 1","DJ Moore","WR","4",8.9,14.2,-5.3
"62","Team 1","DJ Moore","WR","5",19.3,13.9,5.4
"63","Team 1","DJ Moore","WR","6",14.3,12.1,2.2
"64","Team 1","DJ Moore","WR","7",25.3,13.7,11.6
"65","Team 1","DJ Moore","WR","8",7.5,14.4,-6.9
"66","Team 1","DJ Moore","WR","9",3.8,13.1,-9.3
"67","Team 1","DJ Moore","WR","11",21.8,12.9,8.9
"68","Team 1","DJ Moore","WR","12",10.1,14.2,-4.1
"69","Team 1","Giants D/ST","D/ST","6",13,6.9,6.1
"70","Team 1","JaMycal Hasty","RB","9",3.3,14,-10.7
"71","Team 1","Jared Cook","TE","2",9.3,10.4,-1.1
"72","Team 1","Jimmy Graham","TE","5",12.3,9.7,2.6
"73","Team 1","Jimmy Graham","TE","6",8.4,8.8,-0.4
"74","Team 1","Jimmy Graham","TE","7",8.1,9.3,-1.2
"75","Team 1","Jimmy Graham","TE","8",3.3,9.1,-5.8
"76","Team 1","Jimmy Graham","TE","9",17.5,9.9,7.6
"77","Team 1","Jimmy Graham","TE","10",0,9.7,-9.7
"78","Team 1","Justin Herbert","QB","5",27.36,16.7,10.66
"79","Team 1","Justin Tucker","K","1",9,8.7,0.300000000000001
"80","Team 1","Justin Tucker","K","2",16,8.5,7.5
"81","Team 1","Justin Tucker","K","3",9,8.9,0.0999999999999996
"82","Team 1","Justin Tucker","K","4",8,8.8,-0.800000000000001
"83","Team 1","Justin Tucker","K","5",9,9.1,-0.0999999999999996
"84","Team 1","Justin Tucker","K","6",16,9.1,6.9
"85","Team 1","Justin Tucker","K","8",8,8.7,-0.699999999999999
"86","Team 1","Justin Tucker","K","9",7,8.9,-1.9
"87","Team 1","Justin Tucker","K","10",5,8.4,-3.4
"88","Team 1","Justin Tucker","K","11",10,8.7,1.3
"89","Team 1","Justin Tucker","K","12",2,7.1,-5.1
"90","Team 1","Justin Tucker","K","13",9,8.5,0.5
"91","Team 1","Justin Tucker","K","14",9,7.6,1.4
"92","Team 1","Kenyan Drake","RB","1",14.5,16.4,-1.9
"93","Team 1","Kenyan Drake","RB","2",11.5,16.3,-4.8
"94","Team 1","Kenyan Drake","RB","3",8.9,15.7,-6.8
"95","Team 1","Kenyan Drake","RB","4",3.5,15.5,-12
"96","Team 1","Kenyan Drake","RB","5",13.2,13.7,-0.5
"97","Team 1","Kenyan Drake","RB","6",28.4,13.6,14.8
"98","Team 1","Kenyan Drake","RB","7",5.1,13.8,-8.7
"99","Team 1","Kenyan Drake","RB","13",13.8,13.8,0
"100","Team 1","Kenyan Drake","RB","14",16,14.5,1.5
"101","Team 1","Malcolm Brown","RB","2",4.7,11,-6.3
"102","Team 1","Mike Davis","RB","3",23.1,12.6,10.5
"103","Team 1","Mike Davis","RB","4",22.1,15.5,6.6
"104","Team 1","Mike Davis","RB","5",29.9,19.1,10.8
"105","Team 1","Mike Davis","RB","6",11.5,21.4,-9.9
"106","Team 1","Mike Davis","RB","7",8.6,19.3,-10.7
"107","Team 1","Mike Davis","RB","8",8.7,19,-10.3
"108","Team 1","Mike Davis","RB","10",8.4,15.5,-7.1
"109","Team 1","Mike Davis","RB","11",15.9,17.3,-1.4
"110","Team 1","Mike Davis","RB","12",10.9,15.5,-4.6
"111","Team 1","Mike Davis","RB","14",26.3,15.3,11
"112","Team 1","Mike Gesicki","TE","3",8.5,11.4,-2.9
"113","Team 1","Mike Gesicki","TE","4",2.5,11.2,-8.7
"114","Team 1","Raiders D/ST","D/ST","13",7,7.2,-0.2
"115","Team 1","Randy Bullock","K","7",10,8.8,1.2
"116","Team 1","Rob Gronkowski","TE","1",3.1,9.6,-6.5
"117","Team 1","T.Y. Hilton","WR","1",9.3,14.5,-5.2
"118","Team 1","Tee Higgins","WR","8",14.4,13,1.4
"119","Team 1","Tee Higgins","WR","10",22.5,12.9,9.6
"120","Team 1","Tee Higgins","WR","11",5.6,14,-8.4
"121","Team 1","Tee Higgins","WR","12",15.4,13.1,2.3
"122","Team 1","Tee Higgins","WR","13",10.6,11.8,-1.2
"123","Team 1","Travis Fulgham","WR","10",1.8,14.5,-12.7
"124","Team 1","Travis Fulgham","WR","12",3.6,13.3,-9.7
"125","Team 1","Vikings D/ST","D/ST","1",-9,6.3,-15.3
"126","Team 1","Washington D/ST","D/ST","2",1,5.2,-4.2
"127","Team 10","Adam Thielen","WR","1",31,15.7,15.3
"128","Team 10","Adam Thielen","WR","2",6.1,15.6,-9.5
"129","Team 10","Adam Thielen","WR","3",12.3,15.7,-3.4
"130","Team 10","Adam Thielen","WR","4",26.2,14.3,11.9
"131","Team 10","Adam Thielen","WR","5",29.3,17.2,12.1
"132","Team 10","Adam Thielen","WR","6",14.1,17.6,-3.5
"133","Team 10","Adam Thielen","WR","8",5.7,15,-9.3
"134","Team 10","Adam Thielen","WR","9",5.8,15.6,-9.8
"135","Team 10","Adam Thielen","WR","11",32.3,14.3,18
"136","Team 10","Adam Thielen","WR","13",21.5,16.8,4.7
"137","Team 10","Adam Thielen","WR","14",6.9,18.1,-11.2
"138","Team 10","Antonio Gibson","RB","5",10.1,13.3,-3.2
"139","Team 10","Antonio Gibson","RB","6",9.5,15.2,-5.7
"140","Team 10","Antonio Gibson","RB","7",18.8,16.5,2.3
"141","Team 10","Antonio Gibson","RB","9",12.5,13.8,-1.3
"142","Team 10","Antonio Gibson","RB","10",22.5,16.1,6.4
"143","Team 10","Antonio Gibson","RB","11",17.4,15.5,1.9
"144","Team 10","Antonio Gibson","RB","12",36.6,15.3,21.3
"145","Team 10","Antonio Gibson","RB","13",1.4,14.6,-13.2
"146","Team 10","Austin Ekeler","RB","1",9.7,15.6,-5.9
"147","Team 10","Austin Ekeler","RB","3",31.3,16.8,14.5
"148","Team 10","Austin Ekeler","RB","4",2.4,17.3,-14.9
"149","Team 10","Austin Ekeler","RB","12",23.9,17,6.9
"150","Team 10","Austin Ekeler","RB","13",10.8,21.3,-10.5
"151","Team 10","Austin Ekeler","RB","14",23.6,18.7,4.9
"152","Team 10","Ben Roethlisberger","QB","1",22.06,18.3,3.76
"153","Team 10","Ben Roethlisberger","QB","6",10.98,19.8,-8.82
"154","Team 10","Chiefs D/ST","D/ST","14",13,6.8,6.2
"155","Team 10","Christian McCaffrey","RB","2",24.8,22.4,2.4
"156","Team 10","Clyde Edwards-Helaire","RB","8",6.1,15.5,-9.4
"157","Team 10","Cooper Kupp","WR","2",13,13.6,-0.6
"158","Team 10","Dallas Goedert","TE","2",7,9.8,-2.8
"159","Team 10","Dalton Schultz","TE","5",1.6,9.1,-7.5
"160","Team 10","Daniel Carlson","K","10",15,9.1,5.9
"161","Team 10","Daniel Carlson","K","11",7,8.9,-1.9
"162","Team 10","Daniel Carlson","K","12",6,8.5,-2.5
"163","Team 10","Daniel Carlson","K","13",8,7.9,0.0999999999999996
"164","Team 10","Daniel Carlson","K","14",9,8.7,0.300000000000001
"165","Team 10","Darius Slayton","WR","3",6.3,12.1,-5.8
"166","Team 10","Darius Slayton","WR","5",20.9,12.7,8.2
"167","Team 10","Darius Slayton","WR","6",11.8,13,-1.2
"168","Team 10","Darrell Henderson Jr.","RB","4",4.7,15.5,-10.8
"169","Team 10","Darrell Henderson Jr.","RB","8",6.8,13.2,-6.4
"170","Team 10","David Johnson","RB","1",19.9,14.9,5
"171","Team 10","David Johnson","RB","2",7,16.3,-9.3
"172","Team 10","David Johnson","RB","4",11.2,13.7,-2.5
"173","Team 10","David Johnson","RB","5",12.3,14.9,-2.6
"174","Team 10","David Johnson","RB","7",16.4,15.4,0.999999999999998
"175","Team 10","David Johnson","RB","9",1.6,16.4,-14.8
"176","Team 10","David Montgomery","RB","2",21.7,11.9,9.8
"177","Team 10","Derrick Henry","RB","1",16.1,17.3,-1.2
"178","Team 10","Derrick Henry","RB","2",8.4,21.1,-12.7
"179","Team 10","Derrick Henry","RB","3",27,17.5,9.5
"180","Team 10","Derrick Henry","RB","6",40.4,19.8,20.6
"181","Team 10","Derrick Henry","RB","7",15.2,20.5,-5.3
"182","Team 10","Derrick Henry","RB","8",17.2,22.9,-5.7
"183","Team 10","Derrick Henry","RB","9",6.8,19.2,-12.4
"184","Team 10","Derrick Henry","RB","10",11.9,16,-4.1
"185","Team 10","Derrick Henry","RB","11",20.2,16.8,3.4
"186","Team 10","Derrick Henry","RB","12",38.5,17.1,21.4
"187","Team 10","Derrick Henry","RB","13",5.9,20.4,-14.5
"188","Team 10","Derrick Henry","RB","14",36.2,21.7,14.5
"189","Team 10","Duke Johnson","RB","10",5.4,15.7,-10.3
"190","Team 10","Duke Johnson","RB","14",7.9,13.4,-5.5
"191","Team 10","Eagles D/ST","D/ST","7",9,7.3,1.7
"192","Team 10","Eagles D/ST","D/ST","8",21,7.7,13.3
"193","Team 10","Eagles D/ST","D/ST","10",2,7.5,-5.5
"194","Team 10","Giovani Bernard","RB","8",22.8,16.3,6.5
"195","Team 10","Harrison Butker","K","2",13,8.7,4.3
"196","Team 10","Jared Cook","TE","9",3,9.4,-6.4
"197","Team 10","Jared Cook","TE","10",0,8.4,-8.4
"198","Team 10","Jonathan Taylor","RB","8",5.1,14.9,-9.8
"199","Team 10","Jonnu Smith","TE","3",11.1,10.1,1
"200","Team 10","Jonnu Smith","TE","6",2.3,11.5,-9.2
"201","Team 10","Jonnu Smith","TE","7",1.9,11.9,-10
"202","Team 10","Jonnu Smith","TE","8",4.9,9.8,-4.9
"203","Team 10","Jonnu Smith","TE","12",0,8.5,-8.5
"204","Team 10","Josh Jacobs","RB","8",12.9,18,-5.1
"205","Team 10","JuJu Smith-Schuster","WR","8",13.7,12.1,1.6
"206","Team 10","Keenan Allen","WR","2",16.6,13.2,3.4
"207","Team 10","Kenny Golladay","WR","8",0,13.9,-13.9
"208","Team 10","Lamar Jackson","QB","2",17.56,23.3,-5.74
"209","Team 10","Logan Thomas","TE","11",2.8,8.2,-5.4
"210","Team 10","Marvin Jones Jr.","WR","2",12.3,14.4,-2.1
"211","Team 10","Mason Crosby","K","3",16,7.1,8.9
"212","Team 10","Mason Crosby","K","4",7,8.4,-1.4
"213","Team 10","Mason Crosby","K","6",4,9.1,-5.1
"214","Team 10","Mason Crosby","K","7",5,8,-3
"215","Team 10","Matt Prater","K","1",11,8.3,2.7
"216","Team 10","Matt Prater","K","2",2,8,-6
"217","Team 10","Noah Fant","TE","1",19.1,9.9,9.2
"218","Team 10","Noah Fant","TE","4",8.5,10.7,-2.2
"219","Team 10","Noah Fant","TE","13",9.7,9.9,-0.200000000000001
"220","Team 10","Noah Fant","TE","14",0,9.4,-9.4
"221","Team 10","Randy Bullock","K","5",3,8.6,-5.6
"222","Team 10","Randy Bullock","K","8",7,8.3,-1.3
"223","Team 10","Ravens D/ST","D/ST","2",15,6.5,8.5
"224","Team 10","Rob Gronkowski","TE","8",14.1,12.8,1.3
"225","Team 10","Russell Wilson","QB","2",33.42,18.2,15.22
"226","Team 10","Russell Wilson","QB","3",36.8,21.3,15.5
"227","Team 10","Russell Wilson","QB","4",20.9,23.8,-2.9
"228","Team 10","Russell Wilson","QB","5",24.48,24.2,0.280000000000001
"229","Team 10","Russell Wilson","QB","7",29.92,23.1,6.82
"230","Team 10","Russell Wilson","QB","8",28.74,23.4,5.34
"231","Team 10","Russell Wilson","QB","9",22.1,25.6,-3.5
"232","Team 10","Russell Wilson","QB","10",9.92,23.5,-13.58
"233","Team 10","Russell Wilson","QB","11",20.08,24.4,-4.32
"234","Team 10","Russell Wilson","QB","12",14.4,23.7,-9.3
"235","Team 10","Russell Wilson","QB","13",15.02,21.4,-6.38
"236","Team 10","Russell Wilson","QB","14",22.14,22.1,0.0399999999999991
"237","Team 10","Ryan Succop","K","8",15,8,7
"238","Team 10","Saints D/ST","D/ST","4",6,5.5,0.5
"239","Team 10","Saints D/ST","D/ST","8",7,5.9,1.1
"240","Team 10","Steelers D/ST","D/ST","1",10,8.2,1.8
"241","Team 10","Steelers D/ST","D/ST","2",13,7.9,5.1
"242","Team 10","Steelers D/ST","D/ST","3",9,8.3,0.699999999999999
"243","Team 10","Steelers D/ST","D/ST","5",8,7.7,0.3
"244","Team 10","Steelers D/ST","D/ST","6",19,6,13
"245","Team 10","Steelers D/ST","D/ST","9",5,7.2,-2.2
"246","Team 10","Steelers D/ST","D/ST","11",16,7.2,8.8
"247","Team 10","Steelers D/ST","D/ST","12",16,7.5,8.5
"248","Team 10","Steelers D/ST","D/ST","13",3,7.5,-4.5
"249","Team 10","Teddy Bridgewater","QB","8",12.04,17.5,-5.46
"250","Team 10","Terry McLaurin","WR","1",11.1,13,-1.9
"251","Team 10","Terry McLaurin","WR","2",25.5,13.7,11.8
"252","Team 10","Terry McLaurin","WR","3",12.6,14.6,-2
"253","Team 10","Terry McLaurin","WR","5",5.6,14.9,-9.3
"254","Team 10","Terry McLaurin","WR","7",22,15.1,6.9
"255","Team 10","Terry McLaurin","WR","9",24.5,15.6,8.9
"256","Team 10","Terry McLaurin","WR","10",17.2,17.4,-0.199999999999999
"257","Team 10","Terry McLaurin","WR","11",13.4,16.1,-2.7
"258","Team 10","Terry McLaurin","WR","12",16.2,17.3,-1.1
"259","Team 10","Terry McLaurin","WR","13",3.4,16.3,-12.9
"260","Team 10","Terry McLaurin","WR","14",4.4,15.9,-11.5
"261","Team 10","Travis Kelce","TE","2",24,15.6,8.4
"262","Team 10","Tyler Boyd","WR","2",20.2,11.8,8.4
"263","Team 10","Tyler Boyd","WR","4",16.4,14.2,2.2
"264","Team 10","Tyler Boyd","WR","6",12.9,13.6,-0.699999999999999
"265","Team 10","Tyler Boyd","WR","7",27.74,13.4,14.34
"266","Team 10","Tyler Boyd","WR","8",19.6,14.8,4.8
"267","Team 10","Tyler Boyd","WR","10",10.1,14.4,-4.3
"268","Team 10","Tyler Boyd","WR","11",17.5,14.6,2.9
"269","Team 10","Tyler Boyd","WR","12",4.5,13.4,-8.9
"270","Team 2","Alexander Mattison","RB","1",12,4.9,7.1
"271","Team 2","Alexander Mattison","RB","6",4,18.1,-14.1
"272","Team 2","Boston Scott","RB","1",7.4,14,-6.6
"273","Team 2","Boston Scott","RB","7",18.2,12.7,5.5
"274","Team 2","Boston Scott","RB","8",9.9,15.4,-5.5
"275","Team 2","Christian McCaffrey","RB","1",28.5,24.6,3.9
"276","Team 2","Christian McCaffrey","RB","9",37.1,19.9,17.2
"277","Team 2","Cooper Kupp","WR","1",8,14.1,-6.1
"278","Team 2","Cooper Kupp","WR","3",25.7,13.4,12.3
"279","Team 2","Cooper Kupp","WR","4",17.7,14.3,3.4
"280","Team 2","Cooper Kupp","WR","5",11.6,14.6,-3
"281","Team 2","Cooper Kupp","WR","6",4.1,14.6,-10.5
"282","Team 2","Cooper Kupp","WR","7",11.9,13.9,-2
"283","Team 2","Cooper Kupp","WR","8",22,14.1,7.9
"284","Team 2","Cooper Kupp","WR","10",10,16.4,-6.4
"285","Team 2","Cooper Kupp","WR","11",25.5,16.5,9
"286","Team 2","Cooper Kupp","WR","12",6.1,15.4,-9.3
"287","Team 2","Cooper Kupp","WR","13",15.3,16.7,-1.4
"288","Team 2","Cooper Kupp","WR","14",14.3,15,-0.699999999999999
"289","Team 2","Curtis Samuel","WR","8",21.4,11,10.4
"290","Team 2","Curtis Samuel","WR","10",4.2,13,-8.8
"291","Team 2","Curtis Samuel","WR","11",21.4,12.9,8.5
"292","Team 2","Curtis Samuel","WR","12",12.7,14.5,-1.8
"293","Team 2","David Montgomery","RB","3",7.4,11.4,-4
"294","Team 2","David Montgomery","RB","4",10.7,12.6,-1.9
"295","Team 2","David Montgomery","RB","5",18.9,13.1,5.8
"296","Team 2","David Montgomery","RB","6",13.7,16.7,-3
"297","Team 2","David Montgomery","RB","7",11.9,15.8,-3.9
"298","Team 2","David Montgomery","RB","8",12.5,15.9,-3.4
"299","Team 2","David Montgomery","RB","9",5.2,16.1,-10.9
"300","Team 2","David Montgomery","RB","12",25.3,12.6,12.7
"301","Team 2","David Montgomery","RB","13",27.1,16.5,10.6
"302","Team 2","David Montgomery","RB","14",24.5,17.4,7.1
"303","Team 2","Harrison Butker","K","1",10,9,1
"304","Team 2","Harrison Butker","K","3",3,8.7,-5.7
"305","Team 2","Harrison Butker","K","4",8,9.2,-1.2
"306","Team 2","Harrison Butker","K","5",6,9.4,-3.4
"307","Team 2","Harrison Butker","K","6",8,9,-1
"308","Team 2","Harrison Butker","K","7",14,8.8,5.2
"309","Team 2","Harrison Butker","K","8",5,9.3,-4.3
"310","Team 2","Harrison Butker","K","9",10,8.9,1.1
"311","Team 2","Harrison Butker","K","11",5,8.2,-3.2
"312","Team 2","Harrison Butker","K","12",9,8.3,0.699999999999999
"313","Team 2","Harrison Butker","K","13",17,8.5,8.5
